Type,ID,Vendor,Title,Price,Image,Link
Memory,270,Kingston,KINGSTON FURY 32GB DDR5 RGB 6000MT/S (2X16GB) UDIMM Desktop Memory - Black,"₱14,000.00",//pcx.com.ph/cdn/shop/files/RAM-KINGSTON32GBDDR56000MTSFURYRGB_2X16GB_2.jpg?v=1760772439&width=1,/products/kingston-fury-32gb-ddr5-rgb-6000mt-s-2x16gb-udimm-desktop-memory-black?_pos=52&_sid=6a0f61ee6&_ss=r
Memory,271,Kingston,KINGSTON 16GB DDR4 3600MHz FURY Beast RGB (KF436C18BB2A/16) Desktop Memory - Black,"₱6,200.00",//pcx.com.ph/cdn/shop/files/RAM-KINGSTON-16GB-DDR4-3600MHZ-FURY-BEAST-RGB-BLK-1.jpg?v=1761889585&width=1,/products/kingston-16gb-ddr4-3600mhz-fury-beast-rgb-kf436c18bb2a-16-desktop-memory-black?_pos=53&_sid=6a0f61ee6&_ss=r
Memory,272,Kingston,KINGSTON 32GB DDR5 6000MT/s Fury Renegade (KF560C32RWA-32) Desktop Memory - White,"₱12,800.00",//pcx.com.ph/cdn/shop/files/RAM-KINGSTON-32GB-DDR5-6000MTS-RENEGADE-WHT_1X32_-1.jpg?v=1751518093&width=1,/products/kingston-32gb-ddr5-6000mt-s-fury-renegade-kf560c32rwa-32-desktop-memory-white?_pos=54&_sid=6a0f61ee6&_ss=r
Memory,273,Kingston,KINGSTON FURY™ Beast 16GB (1x 16GB) 5600MHz DDR5 Desktop Memory,"₱6,000.00",//pcx.com.ph/cdn/shop/files/RAM-KINGSTON-16GB-DDR5-5600MHZ-FURY-BEAST-CL40-1.jpg?v=1743992278&width=1,/products/kingston-fury-beast-16gb-1x-16gb-5600mhz-ddr5-desktop-memory?_pos=55&_sid=6a0f61ee6&_ss=r
Memory,274,AGI,AGI Gear 8GB DDR4 3200MHz CL22 UDIMM Desktop Memory,"₱1,800.00",//pcx.com.ph/cdn/shop/files/RAM-AGI-8GB-DDR4-3200MHZ-GEAR-1.jpg?v=1751882493&width=1,/products/agi-gear-8gb-ddr4-3200mhz-cl22-udimm-desktop-memory?_pos=56&_sid=6a0f61ee6&_ss=r
Memory,275,G.SKILL,GSKILLS 32GB DDR5 6000MT/S Trident Z5 RGB (F5-6000J3636F32GX1-TZ5RK) Desktop Memory - Black,"₱14,000.00",//pcx.com.ph/cdn/shop/files/RAM-GSKILLS-32GB-DDR5-6000MTS-TRIDENT-Z5-RGB.jpg?v=1762397520&width=1,/products/gskills-32gb-ddr5-6000mt-s-trident-z5-rgb-f5-6000j3636f32gx1-tz5rk-desktop-memory-black?_pos=57&_sid=6a0f61ee6&_ss=r
Memory,276,Kingston,KINGSTON FURY Renegade 16GB (1x 16GB) DDR5 6400MT/s Desktop Memory - Silver,"₱7,700.00",//pcx.com.ph/cdn/shop/files/RAM-KINGSTON-16GB-DDR5-6400MTS-RENEGADE-SLR-1.jpg?v=1747640607&width=1,/products/kingston-fury-renegade-16gb-ddr5-6400mt-s-desktop-memory-silver?_pos=58&_sid=6a0f61ee6&_ss=r
Memory,277,AGI,AGI Gear 16GB DDR4 3200MHz (2x 8GB) CL22 UDIMM Desktop Memory,"₱4,050.00",//pcx.com.ph/cdn/shop/files/RAM-AGI-16GB-DDR4-3200MHZ-GEAR-1_f92afe49-ce93-405b-87fc-30b285b10deb.jpg?v=1751882647&width=1,/products/agi-gear-16gb-ddr4-3200mhz-2x-8gb-cl22-udimm-desktop-memory?_pos=59&_sid=6a0f61ee6&_ss=r
Memory,278,Kingston,KINGSTON FURY Renegade 32GB (1x 32GB) DDR5 6400MT/s Desktop Memory - Silver,"₱14,000.00",//pcx.com.ph/cdn/shop/files/RAM-KINGSTON-32GB-DDR5-6400MTS-RENEGADE-SLR_1X32_-1.jpg?v=1747639792&width=1,/products/kingston-fury-renegade-32gb-ddr5-6400mt-s-desktop-memory-silver?_pos=61&_sid=6a0f61ee6&_ss=r
Memory,279,Kingston,KINGSTON FURY Renegade 32GB DDR5 6400MT/s RGB Desktop Memory - White,"₱14,000.00",//pcx.com.ph/cdn/shop/files/RAM-KINGSTON-32GB-DDR5-6400MTS-RENEGADE-WHT-1.jpg?v=1753258469&width=1,/products/kingston-fury-renegade-32gb-ddr5-6400mt-s-rgb-desktop-memory-white?_pos=63&_sid=6a0f61ee6&_ss=r
Memory,280,Dahua,DAHUA 16GB DDR4 3600MHz C600 (DHI-DDR-C600UHD16G36) Desktop Memory,"₱4,200.00",//pcx.com.ph/cdn/shop/files/RAM-DAHUA-16GB-DDR4-3600MHZ-C600-1.jpg?v=1751615650&width=1,/products/dahua-16gb-ddr4-3600mhz-c600-dhi-ddr-c600uhd16g36-desktop-memory?_pos=64&_sid=6a0f61ee6&_ss=r
Memory,281,ADATA,ADATA 32GB (2x 16GB) DDR5 5200MHz (AX5U5200C3816G-DCLARBK) XPG LANCER RGB Desktop Memory,"₱8,000.00",//pcx.com.ph/cdn/shop/files/RAM-ADATA-32GB-DDR5-5200MHZ-XPG-LANCER-RGB.jpg?v=1764922809&width=1,/products/adata-32gb-2x-16gb-ddr5-5200mhz-ax5u5200c3816g-dclarbk-xpg-lancer-rgb-desktop-memory?_pos=65&_sid=6a0f61ee6&_ss=r
Memory,285,Kingston,KINGSTON 16GB DDR5 6000MT/S (KF560C36BBE2A-16) FURY Beast RGB Desktop Memory - Black,"₱7,400.00",//pcx.com.ph/cdn/shop/files/RAM-KINGSTON-16GB-DDR5-6000MTS-FURY-BEAST-BLK-RGB.jpg?v=1764920789&width=1,/products/kingston-16gb-ddr5-6000mt-s-kf560c36bbe2a-16-fury-beast-rgb-black?_pos=70&_sid=6a0f61ee6&_ss=r
Memory,286,Kingston,KINGSTON FURY Renegade 32GB (2X16) DDR5 6400MT/S UDIMM Desktop Memory - Black,"₱15,000.00",//pcx.com.ph/cdn/shop/files/RAM-KINGSTON32GBDDR56400MTSRENEGADEBLK_2X16_1.jpg?v=1759803157&width=1,/products/kingston-fury-renegade-32gb-2x16-ddr5-6400mt-s-udimm-desktop-memory-black?_pos=71&_sid=6a0f61ee6&_ss=r
Memory,289,Kingston,KINGSTON FURY Renegade 64GB (2x 32GB) DDR5 6000MT/S UDIMM Desktop Memory,"₱24,000.00",//pcx.com.ph/cdn/shop/files/RAM-KINGSTON-64GB-DDR5-6000MTS-FURY-RENEGADE-1.jpg?v=1752131119&width=1,/products/kingston-fury-renegade-64gb-2x-32gb-ddr5-6000mt-s-udimm-desktop-memory?_pos=75&_sid=6a0f61ee6&_ss=r
Memory,298,Apacer,APACER 8GB DDR4 3200MHz (AH4U08G32C28Y7GAA-1) PANTHER GOLDEN Memory Module,"₱1,800.00",//pcx.com.ph/cdn/shop/files/RAM-APACER-8GB-DDR4-3200MHZ-PANTHER-GOLDEN.png?v=1754894660&width=1,/products/apacer-8gb-ddr4-3200mhz-ah4u08g32c28y7gaa-1-panther-golden-memory-module?_pos=90&_sid=6a0f61ee6&_ss=r
Memory,303,Apacer,APACER 16GB DDR4 3200MHz (2X8GB) (RP-K2 AH4U16G32C28Y7GAA-2) PANTHER GOLDEN Memory Module,"₱4,050.00",//pcx.com.ph/cdn/shop/files/RAM-APACER-16GB-DDR4-3200MHZ-PANTHER-GOLDEN-1.png?v=1750925338&width=1,/products/apacer-16gb-ddr4-3200mhz-2x8gb-rp-k2-ah4u16g32c28y7gaa-2-panther-golden-memory-module?_pos=99&_sid=6a0f61ee6&_ss=r
Memory,315,Dahua,DAHUA 32GB DDR4 3200MHz C300 (1x 32GB) (DHI-DDR-C300U32G32) Udimm Memory,"₱5,500.00",//pcx.com.ph/cdn/shop/files/RAM-DAHUA-32GB-DDR4-3200MHZ-C300-1.png?v=1750924415&width=1,/products/dahua-32gb-ddr4-3200mhz-c300-1x-32gb-dhi-ddr-c300u32g32-udimm-memory?_pos=126&_sid=6a0f61ee6&_ss=r
Memory,318,Dahua,DAHUA 8GB DDR4 3200MHz C300 (1x 8GB) (DHI-DDR-C300U8G32) Udimm Memory,"₱1,950.00",//pcx.com.ph/cdn/shop/files/RAM-DAHUA-8GB-DDR4-3200MHZ-C300-1.jpg?v=1750923819&width=1,/products/dahua-8gb-ddr4-3200mhz-c300-1x-8gb-dhi-ddr-c300u8g32-udimm-memory?_pos=141&_sid=6a0f61ee6&_ss=r
Memory,330,Kingston,KINGSTON 32GB DDR5 PC5600MHz Non-ECC Unbuffered (KVR56S46BD8-32) SODIMM Memory,"₱9,700.00",//pcx.com.ph/cdn/shop/files/RAM-KINGSTON-32GB-DDR5-PC5600MHZ-SODIMM-1.jpg?v=1723712006&width=1,/products/kingston-32gb-ddr5-pc5600mhz-non-ecc-unbuffered-kvr56s46bd8-32-sodimm-memory?_pos=185&_sid=6a0f61ee6&_ss=r
Storage,336,Synology,SYNOLOGY 20TB HAT5310-20T 3.5 SATA HDD,"₱46,400.00",//pcx.com.ph/cdn/shop/files/SERVER-HD-SYNOLOGY20TBHAT5310-20T3.5SATAHDD.jpg?v=1760429172&width=1,/products/synology-20tb-hat5310-20t-3-5-sata-hdd?_pos=1&_sid=82c518810&_ss=r
Storage,337,Synology,"SYNOLOGY 16TB HAT3310-16T Plus Series 3.5"" SATA HDD","₱22,450.00",//pcx.com.ph/cdn/shop/files/SERVER-HD-SYNOLOGY16TBHAT3300-16T.jpg?v=1754627830&width=1,/products/synology-16tb-hat3310-16t-plus-series-3-5-sata-hdd?_pos=2&_sid=82c518810&_ss=r
Storage,338,Synology,"SYNOLOGY 4TB HAT3300-4T Plus Series 3.5"" SATA HDD","₱7,650.00",//pcx.com.ph/cdn/shop/files/SERVER-HD-SYNOLOGY4TBHAT3300-4T.jpg?v=1754625014&width=1,/products/synology-4tb-hat3300-4t-plus-series-3-5-sata-hdd?_pos=3&_sid=82c518810&_ss=r
Storage,339,Synology,"SYNOLOGY 2TB HAT3300-2T Plus Series 3.5"" SATA HDD","₱6,600.00",//pcx.com.ph/cdn/shop/files/SERVER-HD-SYNOLOGY2TBHAT3300-2T1.jpg?v=1754623831&width=1,/products/synology-2tb-hat3300-2t-plus-series-3-5-sata-hdd?_pos=4&_sid=82c518810&_ss=r
Storage,340,Synology,"SYNOLOGY 6TB HAT3300-6T Plus Series 3.5"" SATA HDD","₱11,350.00",//pcx.com.ph/cdn/shop/files/SERVER-HD-SYNOLOGY6TBHAT3300-6T.jpg?v=1754625715&width=1,/products/synology-6tb-hat3300-6t-plus-series-3-5-sata-hdd?_pos=5&_sid=82c518810&_ss=r
Storage,341,Synology,"SYNOLOGY 12TB HAT3310-12T Plus Series 3.5"" SATA HDD","₱20,200.00",//pcx.com.ph/cdn/shop/files/SERVER-HD-SYNOLOGY12TBHAT3300-12T.jpg?v=1754627271&width=1,/products/synology-12tb-hat3310-12t-plus-series-3-5-sata-hdd?_pos=6&_sid=82c518810&_ss=r
Storage,342,Synology,"SYNOLOGY 8TB HAT3310-8T Plus Series 3.5"" SATA HDD","₱15,100.00",//pcx.com.ph/cdn/shop/files/SERVER-HD-SYNOLOGY8TBHAT3300-8T.jpg?v=1754626639&width=1,/products/synology-8tb-hat3310-8t-plus-series-3-5-sata-hdd?_pos=7&_sid=82c518810&_ss=r
Storage,346,Antec,ANTEC NX501 Mid Tower Gaming Chassis (WITH META V550 POWER SUPPLY),"₱3,250.00",//pcx.com.ph/cdn/shop/files/CASE-ANTEC-NX501-WITH-META-V550-PSU-1.jpg?v=1708940547&width=1,/products/antec-nx501-mid-tower-gaming-chassis-with-meta-v550-power-supply?_pos=12&_sid=82c518810&_ss=r
Storage,347,Inplay,INPLAY GS550 Ultra 80+ Bronze Non-Modular Power Supply,"₱1,000.00",//pcx.com.ph/cdn/shop/files/PS-INPLAYGS550ULTRA80_BRNZENON-MOD3.jpg?v=1759219163&width=1,/products/inplay-gs550-ultra-80-bronze-non-modular-power-supply?_pos=14&_sid=82c518810&_ss=r
Storage,350,Synology,SYNOLOGY 4-Bay DiskStation DS423,"₱22,450.00",//pcx.com.ph/cdn/shop/files/SERVER-SYNOLOGY-DS423-4-BAY-NAS-1.jpg?v=1747185567&width=1,/products/synology-4-bay-diskstation-ds423?_pos=18&_sid=82c518810&_ss=r
Storage,353,Synology,SYNOLOGY DiskStation DS224+ 2-BAY Network Attached Storage,"₱19,550.00",//pcx.com.ph/cdn/shop/files/SERVER-SYNOLOGY-DS224_-2-BAY-NAS-1.jpg?v=1706753261&width=1,/products/synology-diskstation-ds224-2-bay-network-attached-storage?_pos=22&_sid=82c518810&_ss=r
Storage,355,Synology,SYNOLOGY DiskStation DS925+ 4-BAY Network Attached Storage,"₱35,650.00",//pcx.com.ph/cdn/shop/files/SERVER-SYNOLOGYDS925_4-BAYNAS1.jpg?v=1754549823&width=1,/products/synology-diskstation-ds925-4-bay-network-attached-storage?_pos=24&_sid=82c518810&_ss=r
Storage,356,Synology,Synology DiskStation DS223J 2-BAY 4-Core 1.7 GHz Realtek RTD1619B NAS,"₱10,950.00",//pcx.com.ph/cdn/shop/files/1_86b8cb48-03fe-4f31-bc00-d4c8d673d178.jpg?v=1695624694&width=1,/products/synology-diskstation-ds223j-2-bay-4-core-1-7-ghz-realtek-rtd1619b-nas?_pos=25&_sid=82c518810&_ss=r
Storage,357,Synology,Synology DiskStation DS223 2-BAY 4-Core 1.7 GHZ Realtek RTD1619B NAS,"₱15,950.00",//pcx.com.ph/cdn/shop/files/1_e6c4bb3e-9c37-4d68-916f-17eb62d75d1f.jpg?v=1695614542&width=1,/products/synology-diskstation-ds223-2-bay-4-core-1-7-ghz-realtek-rtd1619b-nas?_pos=31&_sid=82c518810&_ss=r
Storage,358,Synology,SYNOLOGY DiskStation DS225+ 2-BAY Network Attached Storage,"₱19,450.00",//pcx.com.ph/cdn/shop/files/SERVER-SYNOLOGYDS225_2-BAYNAS1.jpg?v=1754548085&width=1,/products/synology-diskstation-ds225-2-bay-network-attached-storage?_pos=32&_sid=82c518810&_ss=r
Storage,343,Western Digital (WD),"WESTERN DIGITAL 4TB 3.5"" SATA 256MB (WD4006FZBX) Hard Drive - Black","₱9,700.00",//pcx.com.ph/cdn/shop/files/HD-WDGTL-4TB-SATA-BLK-256MB-1.jpg?v=1761875621&width=1,/products/western-digital-4tb-3-5-sata-256mb-wd4006fzbx-hard-drive-black?_pos=8&_sid=82c518810&_ss=r
Storage,359,Antec,ANTEC AX63 WOOD ARGB Tempered Glass - Black,"₱2,750.00",//pcx.com.ph/cdn/shop/files/CASE-ANTECAX63WOODARGBTGBLK_WFREEMOUSEPAD_1.jpg?v=1757995214&width=1,/products/antec-ax63-wood-argb-tempered-glass-black?_pos=34&_sid=82c518810&_ss=r
Storage,360,Uniview,UNIVIEW XVR301-08F 8-Chanel Surveillance Analog Kit,"₱8,200.00",//pcx.com.ph/cdn/shop/files/SURVEILLANCE-UNIVIEWXVR301-08F8CHANALOGKIT_7a5d2f8c-3087-4072-9425-cc4d6de7250a.jpg?v=1754449424&width=1,/products/uniview-xvr301-08f-8-chanel-surveillance-analog-kit?_pos=38&_sid=82c518810&_ss=r
Storage,361,Huntkey,HUNTKEY WD650K 650W 80+ Gold Non-Modular Power Supply,"₱3,290.00",//pcx.com.ph/cdn/shop/files/PS-HUNTKEY-WD650K-650W-80_-GOLD-NON-MOD-1.jpg?v=1705890588&width=1,/products/huntkey-wd650k-650w-80-gold-non-modular-power-supply?_pos=39&_sid=82c518810&_ss=r
Storage,362,Uniview,UNIVIEW XVR301-04F 4-Chanel Surveillance Analog Kit,"₱4,700.00",//pcx.com.ph/cdn/shop/files/SURVEILLANCE-UNIVIEWXVR301-04F4CHANALOGKIT2.jpg?v=1754447933&width=1,/products/uniview-xvr301-04f-4-chanel-surveillance-analog-kit?_pos=40&_sid=82c518810&_ss=r
Storage,363,Antec,ANTEC NX292 White Tempered Glass RGB Mid Tower Gaming Chassis,"₱2,750.00",//pcx.com.ph/cdn/shop/files/1.1_3fbf8d26-1872-4e94-8a6e-c3c70db447eb.jpg?v=1693812475&width=1,/products/antec-nx292-white-tempered-glass-rgb-mid-tower-gaming-chassis?_pos=42&_sid=82c518810&_ss=r
Storage,364,Antec,ANTEC NX292 Tempered Glass Mid Tower Gaming Chassis (Black),"₱2,600.00",//pcx.com.ph/cdn/shop/files/CASE-ANTEC-NX292-BLK-TG-RGB-1.jpg?v=1699497477&width=1,/products/antec-nx292-tempered-glass-mid-tower-gaming-chassis-black?_pos=43&_sid=82c518810&_ss=r
Storage,370,HIKVISION,HIKVISION TVI-8CH4D4B-2MP ECO 8CH HDTVI Combo Kit,"₱9,100.00",//pcx.com.ph/cdn/shop/files/11.jpg?v=1737681676&width=1,/products/hikvision-tvi-8ch4d4b-2mp-eco-8ch-hdtvi-combo-kit?_pos=56&_sid=82c518810&_ss=r
Storage,372,Synology,Synology DiskStation DS923+ 4 BAY 2 (NVME) AMD Ryzen™ R1600 NAS,"₱36,800.00",//pcx.com.ph/cdn/shop/files/1_b879f367-29ea-4b7c-8a89-d290e952c101.jpg?v=1695627535&width=1,/products/synology-diskstation-ds923-4-bay-2-nvme-amd-r-r1600-nas?_pos=61&_sid=82c518810&_ss=r
Storage,374,HIKVISION,HIKVISION TVI-4CH2D2B-2MP ECO 4CH HDTVI Combo Kit,"₱5,400.00",//pcx.com.ph/cdn/shop/files/12_24db1171-c890-43e2-89bd-738a89dae465.jpg?v=1752499494&width=1,/products/hikvision-tvi-4ch2d2b-2mp-eco-4ch-hdtvi-combo-kit?_pos=68&_sid=82c518810&_ss=r
Storage,375,Ubiquiti,UBIQUITI UNVR (Network Video Recorder),"₱25,750.00",//pcx.com.ph/cdn/shop/files/UNVR-1.jpg?v=1737791465&width=1,/products/ubiquiti-unvr-network-video-recorder?_pos=70&_sid=82c518810&_ss=r
Storage,380,Ubiquiti,UBIQUITI UNVR-Pro (Network Video Recorder Pro),"₱42,900.00",//pcx.com.ph/cdn/shop/files/UNVR-PRO-1.jpg?v=1737790862&width=1,/products/ubiquiti-unvr-pro-network-video-recorder-pro?_pos=77&_sid=82c518810&_ss=r
Storage,381,Ubiquiti,UBIQUITI UDM-Pro-Max (Dream Machine Pro Max) Cloud Gateways,"₱49,700.00",//pcx.com.ph/cdn/shop/files/UDM-PRO-MAX.jpg?v=1737699281&width=1,/products/ubiquiti-udm-pro-max-dream-machine-pro-max-cloud-gateways?_pos=78&_sid=82c518810&_ss=r
Storage,382,Ubiquiti,UBIQUITI UDM-PRO (Dream Machine Pro) Cloud Gateways,"₱33,100.00",//pcx.com.ph/cdn/shop/files/UDM-PRO.jpg?v=1737690359&width=1,/products/ubiquiti-udm-pro-dream-machine-pro-cloud-gateways?_pos=79&_sid=82c518810&_ss=r
Storage,367,Asus,ASUS DRW-24B1ST-N30 24X SATA BLACK OEM DVDR Optical Drive,"₱1,150.00",//pcx.com.ph/cdn/shop/files/1.DVDRW-ASUS-DRW-24B1ST-N30--24X-SATA-BLACK-OEM-DVDR.jpg?v=1693384758&width=1,/products/asus-drw-24b1st-n30-24x-sata-black-oem-dvdr-optical-drive?_pos=51&_sid=82c518810&_ss=r
Storage,376,Asus,ASUS SDRW-08D2S-U LITE 8X External Optical Drive (Black),"₱1,750.00",//pcx.com.ph/cdn/shop/files/1.DVDRW-ASUS-SDRW-08D2S-U-LITE-8X-EXT-BLK.jpg?v=1693387316&width=1,/products/asus-sdrw-08d2s-u-lite-8x-external-optical-drive-black?_pos=71&_sid=82c518810&_ss=r
Storage,377,Western Digital (WD),WESTERN DIGITAL 2TB SATA 3.0 5400RPM 64MB (WD20EZRZ/EARZ) Hard Drive - Blue,"₱4,000.00",//pcx.com.ph/cdn/shop/files/HD-WDGTL-2TB-SATA-3.0-5400RPM-BLUE-64MB-1.jpg?v=1761872277&width=1,/products/western-digital-2tb-sata-3-0-5400rpm-64mb-wd20ezrz-earz-blue?_pos=72&_sid=82c518810&_ss=r
Storage,384,Synology,SYNOLOGY DiskStation DS425+ 4-BAY NAS,"₱28,550.00",//pcx.com.ph/cdn/shop/files/SERVER-SYNOLOGY-DS425_-4-BAY-NAS-1.jpg?v=1752128261&width=1,/products/synology-diskstation-ds425-4-bay-nas?_pos=81&_sid=82c518810&_ss=r
Storage,385,Ubiquiti,UBIQUITI UDM-SE (Dream Machine Special Edition) Cloud Gateways,"₱41,250.00",//pcx.com.ph/cdn/shop/files/UDM-SE.jpg?v=1737698166&width=1,/products/ubiquiti-udm-se-dream-machine-special-edition-cloud-gateways?_pos=82&_sid=82c518810&_ss=r
Storage,388,HIKVISION,HIKVISION TVI Lite-8CH4D4B-2MP ColorVu KIT,"₱15,000.00",//pcx.com.ph/cdn/shop/files/viber_image_2025-01-23_10-13-42-638_a0e2949c-bb69-41ee-ba0a-ba8e3c7c586d.jpg?v=1752499507&width=1,/products/hikvision-tvi-lite-8ch4d4b-2mp-colorvu-kit?_pos=85&_sid=82c518810&_ss=r
Storage,390,HIKVISION,HIKVISION TVI Lite-4CH2D2B-2MP ColorVu KIT,"₱9,020.01",//pcx.com.ph/cdn/shop/files/viber_image_2025-01-23_10-13-42-254_3418f4bd-3ad9-47ff-9431-cb83d8ac5ecf.jpg?v=1752499500&width=1,/products/hikvision-tvi-lite-4ch2d2b-2mp-colorvu-kit?_pos=87&_sid=82c518810&_ss=r
Storage,391,HP,HP LASER 108A (4ZB79A) Printer,"₱7,200.00",//pcx.com.ph/cdn/shop/files/PRNTR-HP-LASER-108A-PRINTER-1_6c909995-4ad2-4a57-882d-8a5979377c7f.jpg?v=1752499284&width=1,/products/hp-laser-108a-4zb79a-printer?_pos=88&_sid=82c518810&_ss=r
Storage,392,TP-Link,TP-LINK VIGI NVR1104H-4P Network Video Recorder Suveillance,"₱3,800.00",//pcx.com.ph/cdn/shop/files/1_a34c107f-f000-4f67-94c0-1247f13599d6.jpg?v=1728284237&width=1,/products/tp-link-vigi-nvr1104h-4p-network-video-recorder-suveillance?_pos=89&_sid=82c518810&_ss=r
Storage,400,Asus,ASUS RT-AX57 Go AX3000 Dual Band Wi-Fi 6 Travel Router,"₱4,200.00",//pcx.com.ph/cdn/shop/files/NET-ASUS-RT-AX57-GO-AX3000-DUAL-BAND-WIFI-6-TRAVEL-1_cf71c03b-f437-468e-8baa-a09502e01b1a.jpg?v=1714724423&width=1,/products/asus-rt-ax57-go-ax3000-dual-band-wi-fi-6-travel-router?_pos=98&_sid=82c518810&_ss=r
Graphics Cards,404,MSI,MSI GeForce RTX™ 4060 VENTUS 2X OC 8GB GDDR6 128-bit Graphics Card,"₱18,850.00",//pcx.com.ph/cdn/shop/files/1.VC-MSI-RTX4060-VENTUS-2X-OC-8GB-GDDR6-128BIT.jpg?v=1695708938&width=1,/products/msi-geforce-rtx-4060-ventus-2x-oc-8gb-gddr6-128-bit-graphics-card?_pos=1&_sid=d65de6fb9&_ss=r
Graphics Cards,405,MSI,MSI GeForce RTX™  3050 VENTUS 2X 6GB GDDR6 OC 96-bit Graphics Card,"₱10,050.00",//pcx.com.ph/cdn/shop/files/VC-MSI-RTX3050-VENTUS-2X-OC-6GB-GDDR6-96BIT-1.jpg?v=1709865231&width=1,/products/msi-geforce-rtx-3050-ventus-2x-6gb-gddr6-oc-96-bit-graphics-card?_pos=2&_sid=d65de6fb9&_ss=r
Graphics Cards,406,Asus,ASUS GeForce RTX™  3050 DUAL OC V2 8GB GDDR6 128-bit Graphics Card,"₱13,600.00",//pcx.com.ph/cdn/shop/files/VC-ASUSRTX3050DUALOCV28GBGDDR6128BIT-1.jpg?v=1703143690&width=1,/products/asus-geforce-rtx-3050-dual-oc-v2-8gb-gddr6-128-bit-graphics-card?_pos=3&_sid=d65de6fb9&_ss=r
Graphics Cards,407,MSI,MSI GeForce RTX™  3050 VENTUS 2X XS OC 8G GDDR6 128-bit Graphics Card,"₱12,550.00",//pcx.com.ph/cdn/shop/files/VC-MSI-RTX3050-VENTUS-2X-XS-OC-8GB-GDDR6-1.jpg?v=1714633231&width=1,/products/msi-geforce-rtx-3050-ventus-2x-xs-oc-8g-gddr6-128-bit-graphics-card?_pos=4&_sid=d65de6fb9&_ss=r
Graphics Cards,408,MSI,MSI GeForce RTX™ 5060 VENTUS 2X OC 8GB GDDR7 128-bit Graphics Card,"₱20,200.00",//pcx.com.ph/cdn/shop/files/VC-MSI-RTX5060-VENTUS-2X-OC-8GB-GDDR7-128BIT-1.jpg?v=1748229064&width=1,/products/msi-geforce-rtx-5060-ventus-2x-oc-8gb-gddr7-128-bit-graphics-card?_pos=5&_sid=d65de6fb9&_ss=r
Graphics Cards,409,Asus,ASUS GeForce®  GT 730 2GB GDDR5 64-bit Graphics Card,"₱3,600.00",//pcx.com.ph/cdn/shop/files/VC-ASUSGT7302GBGDDR564BIT-1.jpg?v=1703143242&width=1,/products/asus-geforce-gt-730-2gb-gddr5-64-bit-graphics-card?_pos=6&_sid=d65de6fb9&_ss=r
Graphics Cards,410,Gigabyte,GIGABYTE GeForce RTX™ 5060 EAGLE OC 8GB GDDR7 128-bit Graphics Card,"₱21,650.00",//pcx.com.ph/cdn/shop/files/VC-GIGABYTE-RTX5060-EAGLE-OC-8GB-GDDR7-128BIT-1.jpg?v=1748828491&width=1,/products/gigabyte-geforce-rtx-5060-eagle-oc-8gb-gddr7-128-bit-graphics-card?_pos=7&_sid=d65de6fb9&_ss=r
Graphics Cards,411,Asus,ASUS Prime GeForce RTX™ 5070 Ti 16GB GDDR7 256-bit Graphics Card,"₱65,850.00",//pcx.com.ph/cdn/shop/files/VC-ASUS-RTX5070TI-PRIME-16GB-GDDR7-256BIT-1.jpg?v=1740104676&width=1,/products/asus-prime-geforce-rtx-5070-ti-16gb-gddr7-256-bit-graphics-card?_pos=8&_sid=d65de6fb9&_ss=r
Graphics Cards,412,Asus,ASUS TUF Gaming GeForce RTX™ 5060 Ti OC Edition 8GB GDDR7 128-bit Graphics Card,"₱36,900.00",//pcx.com.ph/cdn/shop/files/VC-ASUS-RTX5060TI-TUF-GAMING-OC-8GB-GDDR7-128BIT-1.jpg?v=1748847679&width=1,/products/asus-tuf-gaming-geforce-rtx-5060-ti-oc-edition-8gb-gddr7-128-bit-graphics-card?_pos=9&_sid=d65de6fb9&_ss=r
Graphics Cards,413,Inno3D,INNO3D GeForce RTX™ 5060 Ti TWIN X2 16GB GDDR7 128-bit Graphics Card,"₱28,600.00",//pcx.com.ph/cdn/shop/files/VC-INNO3D-RTX5060TI-TWIN-X2-16GB-GDDR7-128BIT-1.jpg?v=1750903575&width=1,/products/inno3d-geforce-rtx-5060-ti-twin-x2-16gb-gddr7-128-bit-graphics-card?_pos=10&_sid=d65de6fb9&_ss=r
Graphics Cards,414,Asus,ASUS Dual GeForce RTX™ 5060 OC Edition 8GB GDDR7 128-bit Graphics Card,"₱22,840.00",//pcx.com.ph/cdn/shop/files/VC-ASUS-RTX5060-DUAL-OC-8GB-GDDR7-128BIT-1.png?v=1750403362&width=1,/products/asus-dual-geforce-rtx-5060-oc-edition-8gb-gddr7-128-bit-graphics-card?_pos=11&_sid=d65de6fb9&_ss=r
Graphics Cards,415,MSI,MSI GeForce RTX™ 5080 SHADOW 3X OC 16GB GDDR7 256-bit Graphics Card,"₱71,350.00",//pcx.com.ph/cdn/shop/files/VC-MSI-RTX5080-SHADOW-3X-OC-16GB-GDDR7-256BIT-1.jpg?v=1743581279&width=1,/products/msi-geforce-rtx-5080-shadow-3x-oc-16gb-gddr7-256-bit-graphics-card?_pos=12&_sid=d65de6fb9&_ss=r
